,ESA_NAME,Male,Female,months
63,Gawler SA,340,321.0,DEC
64,Kadina/Clare SA,244,193.0,DEC
65,Murraylands SA,255,209.0,DEC
66,North Country SA,644,486.0,DEC
67,Port Lincoln/Ceduna,312,237.0,DEC
68,Port Pirie SA,238,172.0,DEC
69,Riverland SA,333,236.0,DEC
70,South East SA,334,302.0,DEC
71,ACT/Queanbeyan NSW,1059,862.0,DEC
72,Eurobodalla NSW,285,215.0,DEC
73,Lower South Coast,283,215.0,DEC
74,Murray Darling NSW,58,36.0,DEC
75,Shoalhaven NSW,809,600.0,DEC
76,South Eastern NSW,658,563.0,DEC
77,Southern Ranges NSW,489,411.0,DEC
78,Sturt NSW,377,,DEC
79,Fraser Coast QLD,1083,799.0,DEC
80,Gympie QLD,810,565.0,DEC
81,Toowoomba QLD,1069,864.0,DEC
82,Warwick QLD,381,308.0,DEC
83,Western Downs QLD,307,254.0,DEC
84,Canterbury/Bankstown,1497,1165.0,DEC
85,Central West Sydney,2174,1576.0,DEC
86,Eastern Suburbs NSW,604,489.0,DEC
87,Fairfield NSW,1260,962.0,DEC
88,Inner Sydney NSW,1113,935.0,DEC
89,Inner Western Sydney,379,315.0,DEC
90,Liverpool NSW,1065,883.0,DEC
91,Macarthur NSW,1455,1298.0,DEC
92,Nepean NSW,1704,1506.0,DEC
93,Northern Sydney NSW,736,548.0,DEC
94,Outer Western Sydney,1946,1585.0,DEC
95,St George-Sutherland,1127,960.0,DEC
96,Wollongong NSW,1830,1353.0,DEC
97,Hobart TAS,1890,1429.0,DEC
98,Launceston TAS,999,836.0,DEC
99,West and North West,865,659.0,DEC
100,Chifley NSW,303,235.0,DEC
101,Far West NSW,299,211.0,DEC
102,Gwydir Namoi NSW,430,308.0,DEC
103,Lachlan NSW,298,221.0,DEC
104,Orana NSW,689,479.0,DEC
105,Oxley NSW,133,107.0,DEC
106,Patterson NSW,602,487.0,DEC
107,Windamere NSW,350,232.0,DEC
108,Bendigo VIC,1077,1005.0,DEC
109,Eureka VIC,942,816.0,DEC
110,Geelong VIC,1305,1322.0,DEC
111,Grampians VIC,241,221.0,DEC
112,Hampden VIC,430,404.0,DEC
113,Mid Murray VIC,259,243.0,DEC
114,Sunraysia VIC,511,422.0,DEC
115,Western District VIC,203,200.0,DEC
0,Eastern Adelaide SA,782,637.0,JAN
1,Northern Adelaide SA,3087,2451.0,JAN
2,Southern Adelaide SA,1874,1495.0,JAN
3,Western Adelaide SA,1485,1186.0,JAN
4,Gold Coast QLD,3513,2922.0,JAN
5,Ipswich QLD,1840,1503.0,JAN
6,Logan QLD,3136,2471.0,JAN
7,North Brisbane QLD,2787,2223.0,JAN
8,Outer North Brisbane,2179,1800.0,JAN
9,South Brisbane QLD,3657,2791.0,JAN
10,Sunshine Coast QLD,2090,1563.0,JAN
11,Bundaberg QLD,1059,762.0,JAN
12,CairnsQLD,2180,1632.0,JAN
13,Capricornia QLD,1194,918.0,JAN
14,Far North QLD,718,530.0,JAN
15,Gladstone QLD,473,325.0,JAN
16,Mackay QLD,835,729.0,JAN
17,Mt Isa QLD,519,341.0,JAN
18,Townsville QLD,1877,1469.0,JAN
19,East Gippsland VIC,462,385.0,JAN
20,Goulburn Valley VIC,940,730.0,JAN
21,Kiewa VIC,681,637.0,JAN
22,Latrobe Valley VIC,1097,967.0,JAN
23,Ovens VIC,604,511.0,JAN
24,Goldfields/Esperance,452,373.0,JAN
25,Kimberley WA,828,675.0,JAN
26,Mid West/Gascoyne,527,381.0,JAN
27,Midlands/Wheatbelt,257,154.0,JAN
28,Pilbara WA,359,304.0,JAN
29,Southern WA,1091,849.0,JAN
30,Central Coast NSW,2296,1911.0,JAN
31,Hunter NSW,879,776.0,JAN
32,Keepit NSW,754,638.0,JAN
33,Lower Hunter NSW,2651,2148.0,JAN
34,Manning NSW,733,582.0,JAN
35,Upper Hunter NSW,252,219.0,JAN
36,Bayside VIC,3006,2370.0,JAN
37,Calder VIC,2460,2286.0,JAN
38,Maroondah VIC,1327,1281.0,JAN
39,Monash VIC,1241,1261.0,JAN
40,Peninsula VIC,1206,1237.0,JAN
41,Plenty VIC,1944,1799.0,JAN
42,Westgate VIC,3545,3081.0,JAN
43,Yarra VIC,873,816.0,JAN
44,Clarence NSW,499,360.0,JAN
45,Coffs Harbour NSW,1004,753.0,JAN
46,Hastings NSW,513,412.0,JAN
47,Macleay NSW,346,239.0,JAN
48,New England NSW,663,471.0,JAN
49,North Coast NSW,577,454.0,JAN
50,Richmond NSW,771,559.0,JAN
51,Tweed NSW,712,516.0,JAN
52,Alice Springs NT,764,528.0,JAN
53,Darwin NT,544,446.0,JAN
54,Katherine NT,489,317.0,JAN
55,Tennant Creek NT,232,127.0,JAN
56,Top End NT,888,652.0,JAN
57,Central/West Metro,1598,1343.0,JAN
58,Dale WA,436,436.0,JAN
59,East Metro WA,1839,1515.0,JAN
60,North Metro WA,2795,2410.0,JAN
61,Adelaide Hills SA,222,170.0,JAN
62,Fleurieu/Kangaroo Is,173,122.0,JAN
63,Gawler SA,353,334.0,JAN
64,Kadina/Clare SA,256,191.0,JAN
65,Murraylands SA,245,208.0,JAN
66,North Country SA,663,515.0,JAN
67,Port Lincoln/Ceduna,328,262.0,JAN
68,Port Pirie SA,244,180.0,JAN
69,Riverland SA,340,244.0,JAN
70,South East SA,357,308.0,JAN
71,ACT/Queanbeyan NSW,1111,933.0,JAN
72,Eurobodalla NSW,306,217.0,JAN
73,Lower South Coast,284,225.0,JAN
74,Murray Darling NSW,69,40.0,JAN
75,Shoalhaven NSW,823,626.0,JAN
76,South Eastern NSW,668,569.0,JAN
77,Southern Ranges NSW,492,423.0,JAN
78,Sturt NSW,390,,JAN
79,Fraser Coast QLD,1110,843.0,JAN
80,Gympie QLD,857,579.0,JAN
81,Toowoomba QLD,1106,898.0,JAN
82,Warwick QLD,379,311.0,JAN
83,Western Downs QLD,314,245.0,JAN
84,Canterbury/Bankstown,1522,1222.0,JAN
85,Central West Sydney,2164,1578.0,JAN
86,Eastern Suburbs NSW,590,489.0,JAN
87,Fairfield NSW,1320,1002.0,JAN
88,Inner Sydney NSW,1156,988.0,JAN
89,Inner Western Sydney,397,332.0,JAN
90,Liverpool NSW,1091,911.0,JAN
91,Macarthur NSW,1478,1297.0,JAN
92,Nepean NSW,1723,1526.0,JAN
93,Northern Sydney NSW,752,578.0,JAN
94,Outer Western Sydney,1972,1649.0,JAN
95,St George-Sutherland,1152,981.0,JAN
96,Wollongong NSW,1840,1411.0,JAN
97,Hobart TAS,1916,1417.0,JAN
98,Launceston TAS,1012,860.0,JAN
99,West and North West,902,674.0,JAN
100,Chifley NSW,327,249.0,JAN
101,Far West NSW,302,207.0,JAN
102,Gwydir Namoi NSW,423,345.0,JAN
103,Lachlan NSW,287,230.0,JAN
104,Orana NSW,704,524.0,JAN
105,Oxley NSW,124,104.0,JAN
106,Patterson NSW,658,510.0,JAN
107,Windamere NSW,356,239.0,JAN
108,Bendigo VIC,1077,1010.0,JAN
109,Eureka VIC,967,841.0,JAN
110,Geelong VIC,1338,1350.0,JAN
111,Grampians VIC,245,221.0,JAN
112,Hampden VIC,429,413.0,JAN
113,Mid Murray VIC,255,239.0,JAN
114,Sunraysia VIC,565,454.0,JAN
115,Western District VIC,210,191.0,JAN
0,Eastern Adelaide SA,772,636.0,FEB
1,Northern Adelaide SA,3097,2428.0,FEB
2,Southern Adelaide SA,1814,1454.0,FEB
3,Western Adelaide SA,1482,1145.0,FEB
4,Gold Coast QLD,3573,3026.0,FEB
5,Ipswich QLD,1827,1520.0,FEB
6,Logan QLD,3237,2521.0,FEB
7,North Brisbane QLD,2808,2164.0,FEB
8,Outer North Brisbane,2221,1839.0,FEB
9,South Brisbane QLD,3677,2788.0,FEB
10,Sunshine Coast QLD,2095,1546.0,FEB
11,Bundaberg QLD,1032,765.0,FEB
12,CairnsQLD,2178,1648.0,FEB
13,Capricornia QLD,1150,906.0,FEB
14,Far North QLD,758,534.0,FEB
15,Gladstone QLD,446,347.0,FEB
16,Mackay QLD,846,725.0,FEB
17,Mt Isa QLD,543,352.0,FEB
18,Townsville QLD,1871,1495.0,FEB
19,East Gippsland VIC,467,392.0,FEB
20,Goulburn Valley VIC,889,708.0,FEB
21,Kiewa VIC,647,621.0,FEB
22,Latrobe Valley VIC,1061,971.0,FEB
23,Ovens VIC,590,524.0,FEB
24,Goldfields/Esperance,457,361.0,FEB
25,Kimberley WA,839,672.0,FEB
26,Mid West/Gascoyne,523,378.0,FEB
27,Midlands/Wheatbelt,246,161.0,FEB
28,Pilbara WA,372,306.0,FEB
29,Southern WA,1091,882.0,FEB
30,Central Coast NSW,2276,1886.0,FEB
31,Hunter NSW,829,733.0,FEB
32,Keepit NSW,742,625.0,FEB
33,Lower Hunter NSW,2557,2074.0,FEB
34,Manning NSW,735,579.0,FEB
35,Upper Hunter NSW,258,227.0,FEB
36,Bayside VIC,2979,2379.0,FEB
37,Calder VIC,2457,2246.0,FEB
38,Maroondah VIC,1305,1304.0,FEB
39,Monash VIC,1256,1291.0,FEB
40,Peninsula VIC,1220,1260.0,FEB
41,Plenty VIC,1945,1836.0,FEB
42,Westgate VIC,3527,3104.0,FEB
43,Yarra VIC,900,845.0,FEB
44,Clarence NSW,497,372.0,FEB
45,Coffs Harbour NSW,1002,753.0,FEB
46,Hastings NSW,507,396.0,FEB
47,Macleay NSW,324,242.0,FEB
48,New England NSW,652,439.0,FEB
49,North Coast NSW,540,418.0,FEB
50,Richmond NSW,773,548.0,FEB
51,Tweed NSW,696,498.0,FEB
52,Alice Springs NT,774,508.0,FEB
53,Darwin NT,566,450.0,FEB
54,Katherine NT,489,314.0,FEB
55,Tennant Creek NT,236,134.0,FEB
56,Top End NT,925,661.0,FEB
57,Central/West Metro,1585,1273.0,FEB
58,Dale WA,430,441.0,FEB
59,East Metro WA,1792,1473.0,FEB
60,North Metro WA,2769,2367.0,FEB
61,Adelaide Hills SA,221,170.0,FEB
62,Fleurieu/Kangaroo Is,168,120.0,FEB
63,Gawler SA,365,318.0,FEB
64,Kadina/Clare SA,254,195.0,FEB
65,Murraylands SA,254,216.0,FEB
66,North Country SA,676,511.0,FEB
67,Port Lincoln/Ceduna,332,259.0,FEB
68,Port Pirie SA,231,171.0,FEB
69,Riverland SA,353,237.0,FEB
70,South East SA,342,289.0,FEB
71,ACT/Queanbeyan NSW,1137,931.0,FEB
72,Eurobodalla NSW,307,213.0,FEB
73,Lower South Coast,278,223.0,FEB
74,Murray Darling NSW,70,39.0,FEB
75,Shoalhaven NSW,832,623.0,FEB
76,South Eastern NSW,665,558.0,FEB
77,Southern Ranges NSW,472,417.0,FEB
78,Sturt NSW,383,347.0,FEB
79,Fraser Coast QLD,1132,869.0,FEB
80,Gympie QLD,844,591.0,FEB
81,Toowoomba QLD,1091,920.0,FEB
82,Warwick QLD,388,321.0,FEB
83,Western Downs QLD,307,244.0,FEB
84,Canterbury/Bankstown,1458,1184.0,FEB
85,Central West Sydney,2124,1552.0,FEB
86,Eastern Suburbs NSW,562,480.0,FEB
87,Fairfield NSW,1274,948.0,FEB
88,Inner Sydney NSW,1164,981.0,FEB
89,Inner Western Sydney,391,320.0,FEB
90,Liverpool NSW,1101,841.0,FEB
91,Macarthur NSW,1482,1300.0,FEB
92,Nepean NSW,1720,1516.0,FEB
93,Northern Sydney NSW,760,602.0,FEB
94,Outer Western Sydney,1941,1642.0,FEB
95,St George-Sutherland,1172,984.0,FEB
96,Wollongong NSW,1787,1326.0,FEB
97,Hobart TAS,1857,1320.0,FEB
98,Launceston TAS,965,804.0,FEB
99,West and North West,878,647.0,FEB
100,Chifley NSW,323,244.0,FEB
101,Far West NSW,282,214.0,FEB
102,Gwydir Namoi NSW,397,323.0,FEB
103,Lachlan NSW,294,231.0,FEB
104,Orana NSW,714,515.0,FEB
105,Oxley NSW,122,103.0,FEB
106,Patterson NSW,653,482.0,FEB
107,Windamere NSW,351,221.0,FEB
108,Bendigo VIC,1051,944.0,FEB
109,Eureka VIC,1007,834.0,FEB
110,Geelong VIC,1305,1323.0,FEB
111,Grampians VIC,248,217.0,FEB
112,Hampden VIC,429,401.0,FEB
113,Mid Murray VIC,258,228.0,FEB
114,Sunraysia VIC,556,438.0,FEB
115,Western District VIC,213,187.0,FEB
0,Eastern Adelaide SA,758,604.0,MAR
1,Northern Adelaide SA,3068,2384.0,MAR
2,Southern Adelaide SA,1851,1416.0,MAR
3,Western Adelaide SA,1447,1131.0,MAR
4,Gold Coast QLD,3635,3111.0,MAR
5,Ipswich QLD,1833,1519.0,MAR
6,Logan QLD,3329,2617.0,MAR
7,North Brisbane QLD,2816,2180.0,MAR
8,Outer North Brisbane,2259,1862.0,MAR
9,South Brisbane QLD,3608,2771.0,MAR
10,Sunshine Coast QLD,2073,1594.0,MAR
11,Bundaberg QLD,1058,763.0,MAR
12,CairnsQLD,2201,1638.0,MAR
13,Capricornia QLD,1114,864.0,MAR
14,Far North QLD,754,541.0,MAR
15,Gladstone QLD,442,342.0,MAR
16,Mackay QLD,855,741.0,MAR
17,Mt Isa QLD,555,376.0,MAR
18,Townsville QLD,1854,1463.0,MAR
19,East Gippsland VIC,469,417.0,MAR
20,Goulburn Valley VIC,906,682.0,MAR
21,Kiewa VIC,656,591.0,MAR
22,Latrobe Valley VIC,1073,961.0,MAR
23,Ovens VIC,575,511.0,MAR
24,Goldfields/Esperance,493,361.0,MAR
25,Kimberley WA,871,678.0,MAR
26,Mid West/Gascoyne,518,393.0,MAR
27,Midlands/Wheatbelt,240,165.0,MAR
28,Pilbara WA,366,333.0,MAR
29,Southern WA,1098,881.0,MAR
30,Central Coast NSW,2255,1868.0,MAR
31,Hunter NSW,821,736.0,MAR
32,Keepit NSW,733,582.0,MAR
33,Lower Hunter NSW,2511,2013.0,MAR
34,Manning NSW,720,540.0,MAR
35,Upper Hunter NSW,257,216.0,MAR
36,Bayside VIC,2950,2292.0,MAR
37,Calder VIC,2398,2180.0,MAR
38,Maroondah VIC,1337,1317.0,MAR
39,Monash VIC,1245,1244.0,MAR
40,Peninsula VIC,1210,1282.0,MAR
41,Plenty VIC,1907,1777.0,MAR
42,Westgate VIC,3450,3088.0,MAR
43,Yarra VIC,903,820.0,MAR
44,Clarence NSW,486,382.0,MAR
45,Coffs Harbour NSW,1001,740.0,MAR
46,Hastings NSW,507,395.0,MAR
47,Macleay NSW,321,235.0,MAR
48,New England NSW,623,422.0,MAR
49,North Coast NSW,535,426.0,MAR
50,Richmond NSW,780,539.0,MAR
51,Tweed NSW,720,522.0,MAR
52,Alice Springs NT,750,510.0,MAR
53,Darwin NT,567,463.0,MAR
54,Katherine NT,508,307.0,MAR
55,Tennant Creek NT,250,147.0,MAR
56,Top End NT,935,677.0,MAR
57,Central/West Metro,1553,1250.0,MAR
58,Dale WA,438,438.0,MAR
59,East Metro WA,1808,1517.0,MAR
60,North Metro WA,2775,2376.0,MAR
61,Adelaide Hills SA,217,158.0,MAR
62,Fleurieu/Kangaroo Is,173,125.0,MAR
63,Gawler SA,349,315.0,MAR
64,Kadina/Clare SA,237,199.0,MAR
65,Murraylands SA,253,212.0,MAR
66,North Country SA,681,496.0,MAR
67,Port Lincoln/Ceduna,328,254.0,MAR
68,Port Pirie SA,240,165.0,MAR
69,Riverland SA,350,227.0,MAR
70,South East SA,330,272.0,MAR
71,ACT/Queanbeyan NSW,1129,929.0,MAR
72,Eurobodalla NSW,291,208.0,MAR
73,Lower South Coast,278,222.0,MAR
74,Murray Darling NSW,63,43.0,MAR
75,Shoalhaven NSW,829,586.0,MAR
76,South Eastern NSW,681,571.0,MAR
77,Southern Ranges NSW,511,420.0,MAR
78,Sturt NSW,357,343.0,MAR
79,Fraser Coast QLD,1108,861.0,MAR
80,Gympie QLD,820,611.0,MAR
81,Toowoomba QLD,1076,916.0,MAR
82,Warwick QLD,379,317.0,MAR
83,Western Downs QLD,305,240.0,MAR
84,Canterbury/Bankstown,1429,1208.0,MAR
85,Central West Sydney,2133,1569.0,MAR
86,Eastern Suburbs NSW,551,447.0,MAR
87,Fairfield NSW,1305,921.0,MAR
88,Inner Sydney NSW,1125,931.0,MAR
89,Inner Western Sydney,390,319.0,MAR
90,Liverpool NSW,1121,868.0,MAR
91,Macarthur NSW,1511,1323.0,MAR
92,Nepean NSW,1715,1510.0,MAR
93,Northern Sydney NSW,762,586.0,MAR
94,Outer Western Sydney,1957,1650.0,MAR
95,St George-Sutherland,1140,973.0,MAR
96,Wollongong NSW,1691,1273.0,MAR
97,Hobart TAS,1829,1296.0,MAR
98,Launceston TAS,968,792.0,MAR
99,West and North West,860,660.0,MAR
100,Chifley NSW,317,237.0,MAR
101,Far West NSW,283,219.0,MAR
102,Gwydir Namoi NSW,391,312.0,MAR
103,Lachlan NSW,284,226.0,MAR
104,Orana NSW,714,517.0,MAR
105,Oxley NSW,110,99.0,MAR
106,Patterson NSW,639,474.0,MAR
107,Windamere NSW,346,206.0,MAR
108,Bendigo VIC,1009,899.0,MAR
109,Eureka VIC,987,842.0,MAR
110,Geelong VIC,1291,1296.0,MAR
111,Grampians VIC,233,204.0,MAR
112,Hampden VIC,423,388.0,MAR
113,Mid Murray VIC,239,217.0,MAR
114,Sunraysia VIC,534,432.0,MAR
115,Western District VIC,217,183.0,MAR
0,Eastern Adelaide SA,745,589.0,APR
1,Northern Adelaide SA,3048,2375.0,APR
2,Southern Adelaide SA,1853,1424.0,APR
3,Western Adelaide SA,1424,1103.0,APR
4,Gold Coast QLD,3677,3082.0,APR
5,Ipswich QLD,1807,1492.0,APR
6,Logan QLD,3318,2597.0,APR
7,North Brisbane QLD,2802,2198.0,APR
8,Outer North Brisbane,2247,1835.0,APR
9,South Brisbane QLD,3547,2730.0,APR
10,Sunshine Coast QLD,2101,1592.0,APR
11,Bundaberg QLD,1074,757.0,APR
12,CairnsQLD,2246,1632.0,APR
13,Capricornia QLD,1116,860.0,APR
14,Far North QLD,725,511.0,APR
15,Gladstone QLD,414,332.0,APR
16,Mackay QLD,838,755.0,APR
17,Mt Isa QLD,543,382.0,APR
18,Townsville QLD,1821,1447.0,APR
19,East Gippsland VIC,459,410.0,APR
20,Goulburn Valley VIC,891,648.0,APR
21,Kiewa VIC,646,577.0,APR
22,Latrobe Valley VIC,1060,957.0,APR
23,Ovens VIC,546,492.0,APR
24,Goldfields/Esperance,468,358.0,APR
25,Kimberley WA,884,670.0,APR
26,Mid West/Gascoyne,532,407.0,APR
27,Midlands/Wheatbelt,248,160.0,APR
28,Pilbara WA,341,328.0,APR
29,Southern WA,1066,865.0,APR
30,Central Coast NSW,2229,1862.0,APR
31,Hunter NSW,809,727.0,APR
32,Keepit NSW,711,561.0,APR
33,Lower Hunter NSW,2477,2004.0,APR
34,Manning NSW,705,549.0,APR
35,Upper Hunter NSW,262,207.0,APR
36,Bayside VIC,2875,2231.0,APR
37,Calder VIC,2387,2084.0,APR
38,Maroondah VIC,1285,1309.0,APR
39,Monash VIC,1198,1272.0,APR
40,Peninsula VIC,1214,1262.0,APR
41,Plenty VIC,1871,1725.0,APR
42,Westgate VIC,3471,3047.0,APR
43,Yarra VIC,878,804.0,APR
44,Clarence NSW,489,371.0,APR
45,Coffs Harbour NSW,998,721.0,APR
46,Hastings NSW,501,387.0,APR
47,Macleay NSW,313,218.0,APR
48,New England NSW,607,398.0,APR
49,North Coast NSW,493,398.0,APR
50,Richmond NSW,762,532.0,APR
51,Tweed NSW,717,517.0,APR
52,Alice Springs NT,758,528.0,APR
53,Darwin NT,568,463.0,APR
54,Katherine NT,519,331.0,APR
55,Tennant Creek NT,249,145.0,APR
56,Top End NT,930,673.0,APR
57,Central/West Metro,1578,1265.0,APR
58,Dale WA,464,429.0,APR
59,East Metro WA,1749,1522.0,APR
60,North Metro WA,2754,2330.0,APR
61,Adelaide Hills SA,194,154.0,APR
62,Fleurieu/Kangaroo Is,177,125.0,APR
63,Gawler SA,346,308.0,APR
64,Kadina/Clare SA,231,196.0,APR
65,Murraylands SA,256,221.0,APR
66,North Country SA,670,499.0,APR
67,Port Lincoln/Ceduna,314,246.0,APR
68,Port Pirie SA,246,165.0,APR
69,Riverland SA,323,218.0,APR
70,South East SA,324,266.0,APR
71,ACT/Queanbeyan NSW,1137,927.0,APR
72,Eurobodalla NSW,297,208.0,APR
73,Lower South Coast,276,227.0,APR
74,Murray Darling NSW,50,45.0,APR
75,Shoalhaven NSW,803,560.0,APR
76,South Eastern NSW,672,569.0,APR
77,Southern Ranges NSW,504,430.0,APR
78,Sturt NSW,353,340.0,APR
79,Fraser Coast QLD,1114,855.0,APR
80,Gympie QLD,818,591.0,APR
81,Toowoomba QLD,1064,904.0,APR
82,Warwick QLD,362,303.0,APR
83,Western Downs QLD,304,246.0,APR
84,Canterbury/Bankstown,1417,1190.0,APR
85,Central West Sydney,2071,1504.0,APR
86,Eastern Suburbs NSW,555,458.0,APR
87,Fairfield NSW,1268,890.0,APR
88,Inner Sydney NSW,1097,897.0,APR
89,Inner Western Sydney,369,308.0,APR
90,Liverpool NSW,1115,877.0,APR
91,Macarthur NSW,1507,1285.0,APR
92,Nepean NSW,1715,1494.0,APR
93,Northern Sydney NSW,749,552.0,APR
94,Outer Western Sydney,1906,1614.0,APR
95,St George-Sutherland,1126,969.0,APR
96,Wollongong NSW,1655,1219.0,APR
97,Hobart TAS,1858,1264.0,APR
98,Launceston TAS,966,766.0,APR
99,West and North West,824,634.0,APR
100,Chifley NSW,312,220.0,APR
101,Far West NSW,303,215.0,APR
102,Gwydir Namoi NSW,391,318.0,APR
103,Lachlan NSW,285,238.0,APR
104,Orana NSW,707,518.0,APR
105,Oxley NSW,118,87.0,APR
106,Patterson NSW,597,451.0,APR
107,Windamere NSW,335,214.0,APR
108,Bendigo VIC,965,875.0,APR
109,Eureka VIC,982,832.0,APR
110,Geelong VIC,1260,1279.0,APR
111,Grampians VIC,225,195.0,APR
112,Hampden VIC,423,373.0,APR
113,Mid Murray VIC,224,212.0,APR
114,Sunraysia VIC,512,391.0,APR
115,Western District VIC,202,171.0,APR
0,Eastern Adelaide SA,732,569.0,MAY
1,Northern Adelaide SA,3032,2418.0,MAY
2,Southern Adelaide SA,1863,1438.0,MAY
3,Western Adelaide SA,1431,1098.0,MAY
4,Gold Coast QLD,3679,3149.0,MAY
5,Ipswich QLD,1787,1470.0,MAY
6,Logan QLD,3276,2503.0,MAY
7,North Brisbane QLD,2710,2047.0,MAY
8,Outer North Brisbane,2281,1851.0,MAY
9,South Brisbane QLD,3503,2653.0,MAY
10,Sunshine Coast QLD,2066,1567.0,MAY
11,Bundaberg QLD,1061,764.0,MAY
12,CairnsQLD,2269,1699.0,MAY
13,Capricornia QLD,1114,842.0,MAY
14,Far North QLD,718,517.0,MAY
15,Gladstone QLD,378,314.0,MAY
16,Mackay QLD,814,748.0,MAY
17,Mt Isa QLD,525,402.0,MAY
18,Townsville QLD,1753,1413.0,MAY
19,East Gippsland VIC,438,406.0,MAY
20,Goulburn Valley VIC,895,660.0,MAY
21,Kiewa VIC,661,567.0,MAY
22,Latrobe Valley VIC,1043,942.0,MAY
23,Ovens VIC,536,490.0,MAY
24,Goldfields/Esperance,465,349.0,MAY
25,Kimberley WA,889,655.0,MAY
26,Mid West/Gascoyne,502,414.0,MAY
27,Midlands/Wheatbelt,264,158.0,MAY
28,Pilbara WA,349,329.0,MAY
29,Southern WA,1078,865.0,MAY
30,Central Coast NSW,2169,1819.0,MAY
31,Hunter NSW,801,707.0,MAY
32,Keepit NSW,700,546.0,MAY
33,Lower Hunter NSW,2479,1994.0,MAY
34,Manning NSW,703,531.0,MAY
35,Upper Hunter NSW,242,198.0,MAY
36,Bayside VIC,2852,2169.0,MAY
37,Calder VIC,2311,2099.0,MAY
38,Maroondah VIC,1273,1286.0,MAY
39,Monash VIC,1225,1265.0,MAY
40,Peninsula VIC,1202,1224.0,MAY
41,Plenty VIC,1885,1681.0,MAY
42,Westgate VIC,3391,3034.0,MAY
43,Yarra VIC,890,796.0,MAY
44,Clarence NSW,474,361.0,MAY
45,Coffs Harbour NSW,991,716.0,MAY
46,Hastings NSW,501,380.0,MAY
47,Macleay NSW,310,216.0,MAY
48,New England NSW,614,394.0,MAY
49,North Coast NSW,492,395.0,MAY
50,Richmond NSW,768,525.0,MAY
51,Tweed NSW,716,513.0,MAY
52,Alice Springs NT,768,530.0,MAY
53,Darwin NT,580,475.0,MAY
54,Katherine NT,523,343.0,MAY
55,Tennant Creek NT,244,144.0,MAY
56,Top End NT,945,689.0,MAY
57,Central/West Metro,1543,1266.0,MAY
58,Dale WA,482,436.0,MAY
59,East Metro WA,1744,1475.0,MAY
60,North Metro WA,2829,2342.0,MAY
61,Adelaide Hills SA,206,158.0,MAY
62,Fleurieu/Kangaroo Is,182,120.0,MAY
63,Gawler SA,351,311.0,MAY
64,Kadina/Clare SA,222,197.0,MAY
65,Murraylands SA,262,225.0,MAY
66,North Country SA,665,499.0,MAY
67,Port Lincoln/Ceduna,309,231.0,MAY
68,Port Pirie SA,233,149.0,MAY
69,Riverland SA,326,215.0,MAY
70,South East SA,330,273.0,MAY
71,ACT/Queanbeyan NSW,1106,905.0,MAY
72,Eurobodalla NSW,293,197.0,MAY
73,Lower South Coast,272,216.0,MAY
74,Murray Darling NSW,59,38.0,MAY
75,Shoalhaven NSW,788,549.0,MAY
76,South Eastern NSW,703,558.0,MAY
77,Southern Ranges NSW,482,411.0,MAY
78,Sturt NSW,339,341.0,MAY
79,Fraser Coast QLD,1132,829.0,MAY
80,Gympie QLD,813,563.0,MAY
81,Toowoomba QLD,1047,917.0,MAY
82,Warwick QLD,359,276.0,MAY
83,Western Downs QLD,285,229.0,MAY
84,Canterbury/Bankstown,1409,1178.0,MAY
85,Central West Sydney,2088,1470.0,MAY
86,Eastern Suburbs NSW,549,444.0,MAY
87,Fairfield NSW,1244,861.0,MAY
88,Inner Sydney NSW,1063,862.0,MAY
89,Inner Western Sydney,358,290.0,MAY
90,Liverpool NSW,1096,865.0,MAY
91,Macarthur NSW,1475,1266.0,MAY
92,Nepean NSW,1695,1449.0,MAY
93,Northern Sydney NSW,713,544.0,MAY
94,Outer Western Sydney,1941,1614.0,MAY
95,St George-Sutherland,1098,942.0,MAY
96,Wollongong NSW,1659,1211.0,MAY
97,Hobart TAS,1874,1238.0,MAY
98,Launceston TAS,986,765.0,MAY
99,West and North West,808,628.0,MAY
100,Chifley NSW,297,216.0,MAY
101,Far West NSW,294,203.0,MAY
102,Gwydir Namoi NSW,386,316.0,MAY
103,Lachlan NSW,283,233.0,MAY
104,Orana NSW,700,528.0,MAY
105,Oxley NSW,130,89.0,MAY
106,Patterson NSW,595,453.0,MAY
107,Windamere NSW,310,231.0,MAY
108,Bendigo VIC,938,838.0,MAY
109,Eureka VIC,945,795.0,MAY
110,Geelong VIC,1229,1247.0,MAY
111,Grampians VIC,223,200.0,MAY
112,Hampden VIC,429,364.0,MAY
113,Mid Murray VIC,215,204.0,MAY
114,Sunraysia VIC,501,402.0,MAY
115,Western District VIC,200,165.0,MAY
0,Eastern Adelaide SA,713,570.0,JUN
1,Northern Adelaide SA,3024,2399.0,JUN
2,Southern Adelaide SA,1851,1414.0,JUN
3,Western Adelaide SA,1428,1055.0,JUN
4,Gold Coast QLD,3604,3060.0,JUN
5,Ipswich QLD,1761,1455.0,JUN
6,Logan QLD,3219,2471.0,JUN
7,North Brisbane QLD,2711,1984.0,JUN
8,Outer North Brisbane,2285,1794.0,JUN
9,South Brisbane QLD,3424,2553.0,JUN
10,Sunshine Coast QLD,2048,1583.0,JUN
11,Bundaberg QLD,1042,750.0,JUN
12,CairnsQLD,2243,1644.0,JUN
13,Capricornia QLD,1096,795.0,JUN
14,Far North QLD,691,530.0,JUN
15,Gladstone QLD,344,327.0,JUN
